age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat.x,lng.x,lat.y,lng.y,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class,total_pop,white,prop_white,black,prop_black,asian,prop_asian,am_in_alask,prop_am_in_alask,hawaii_pi,prop_hawaii_pi,other,prop_other
27,Male,Black,"DeKalb County Sheriff’s Office, US Marshals",Pending investigation,2020,9,30,Decatur,GA,DeKalb,Gunshot,No known charges,No,33.7711,-84.2968,33.7711,-84.2968,Georgia,0500000US13089,289829,5.6,3.3,8.5,9.4,13.1,17.1,12.7,13.3,6.5,10.5,63652,94336,30684,Middle,759297,256943,33.8395910954475,409327,53.90868131969441,47162,6.211271742150963,11330,1.492169730685094,329,0.04332955352121765,15189,2.0004030043579784
27,Male,Unknown race,"St. Cloud Police Department, U.S. Bureau of Alcohol Tobacco Firearms and Explosives, St. Paul Police Department",Pending investigation,2020,9,29,St. Cloud,MN,Stearns,Gunshot,No known charges,No,45.5339,-94.1718,45.5339,-94.1718,Minnesota,0500000US27145,59776,3.6,4.1,7.4,9.7,11.5,20.6,15.5,15.6,7.7,4.2,66558,82412,15854,High,161075,139161,86.39515753530964,11539,7.163743597702934,2837,1.76129132391743,323,0.20052770448548812,0,0,1928,1.1969579388483627
57,Male,Black,Jefferson Parish Sheriff's Office,Pending investigation,2020,9,28,Waggaman,LA,Jefferson,Gunshot,No known charges,No,29.9373,-90.2354,29.9373,-90.2354,Louisiana,0500000US22051,171991,6.2,4.8,9.9,11.2,12.7,18.7,12,14.7,5.1,4.8,56069,74204,18135,Low,432493,272355,62.97327355587258,117383,27.141017311262843,19571,4.5251599447852335,2290,0.5294883385395832,46,0.010636010293808224,11414,2.639117858554936
18,Male,Hispanic,San Bernardino County Sheriff's Office,Pending investigation,2020,9,28,Victorville,CA,San Bernardino,Gunshot,No known charges,No,34.5277,-117.3536,34.5277,-117.3536,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High,2180085,1351926,62.012536208450584,181122,8.308024687110823,160336,7.354575624344922,17061,0.7825841652963073,8247,0.3782880025320114,346772,15.906352275255323
NA,Male,Unknown race,Stanislaus County Sheriff's Office,Pending investigation,2020,9,27,Modesto,CA,Stanislaus,Gunshot,No known charges,No,37.6374,-121.0028,37.6374,-121.0028,California,0500000US06099,174698,4.7,3.9,7.8,9.4,13.2,18.8,13.8,16.9,6.1,5.2,63037,79840,16803,Middle,550660,442681,80.39098536301891,16542,3.0040315258053973,32487,5.899647695492682,4230,0.7681691061635129,3363,0.6107216794392184,29002,5.266770784149929
43,Male,Unknown race,Dearborn Police Department,Pending investigation,2020,9,27,Dearborn,MI,Wayne,Gunshot,No known charges,No,42.3127,-83.2129,42.3127,-83.2129,Michigan,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low,1749343,922540,52.736370168686186,674108,38.53492425442009,61182,3.4974273198566546,7182,0.41055413375192856,110,0.006288075008731849,38571,2.2048849196526925
21,Male,Hispanic,Mesa Police Department,Pending investigation,2020,9,25,Tempe,AZ,Maricopa,Gunshot,No known charges,Unknown,33.3881,-111.9318,33.3881,-111.9318,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
43,Male,White,Spokane Police Department,Pending investigation,2020,9,24,Spokane,WA,Spokane,Gunshot,No known charges,No,47.6671,-117.433,47.6671,-117.433,Washington,0500000US53063,211723,5.8,4.3,8.3,8.9,14.1,20,12.7,13.5,7.3,5.1,59974,80940,20966,Low,522798,459016,87.79987681666725,10859,2.077092873346876,12000,2.295341604214247,7266,1.3898293413517266,3443,0.6585717619424711,5871,1.1229958798618205
NA,Male,Unknown race,Riverside County Sheriff's Department,Pending investigation,2020,9,24,La Quinta,CA,Riverside,Gunshot,No known charges,No,33.6536,-116.2785,33.6536,-116.2785,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High,2470546,1478117,59.82956803880599,163542,6.619670307697165,172785,6.993798132072829,20934,0.8473430569598785,8695,0.35194649279956736,517882,20.96224883082525
38,Male,White,San Luis Obispo County Sheriff's Office,Pending investigation,2020,9,24,Paso Robles,CA,San Luis,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Male,White,Highlands County Sheriff's Office,Pending investigation,2020,9,24,Sebring,FL,Highlands,Gunshot,No known charges,No,27.477,-81.453,27.477,-81.453,Florida,0500000US12055,43351,7.2,6,11.3,8.2,18.2,22.2,11.2,10.1,3.3,2.4,48698,65399,16701,Very Low,106221,89142,83.92125850820459,11765,11.075964263187128,1649,1.552423720356615,54,0.0508374050329031,0,0,3134,2.95045235876145
29,Male,Unknown race,LaSalle Parish Sheriff's Office,Pending investigation,2020,9,24,Whitehall,LA,LaSalle,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Male,Black,Orange County Sheriff's Office,Pending investigation,2020,9,23,San Clemente,CA,Orange,Gunshot,No known charges,Unknown,33.4498,-117.6103,33.4498,-117.6103,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High,3175692,1881453,59.24544949573195,55517,1.7481859071975494,672223,21.167764380172887,12961,0.40813151905159567,11166,0.35160840534913335,410006,12.910760867237755
30,Male,White,U.S. Marshals Service,Pending investigation,2020,9,22,Geneseo,IL,Henry,Gunshot,No known charges,No,41.4508,-90.154,41.4508,-90.154,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Male,Hispanic,San Antonio Police Department,Pending investigation,2020,9,22,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low,2003554,1552899,77.50721967064527,155244,7.748431038045394,59703,2.9798547980239114,17785,0.8876726057795298,4298,0.2145188000922361,136246,6.800216016139321
26,Male,Black,St. Louis County Police Department,Pending investigation,2020,9,21,Bellefontaine Neighbors,MO,St. Louis,Gunshot,No known charges,No,38.7529,-90.228,38.7529,-90.228,Missouri,0500000US29189,410842,5,2.8,7.7,7.8,11.9,17.7,12.6,16.1,7.8,10.6,70022,103189,33167,High,994205,665587,66.94665587077112,242125,24.35362928168738,45301,4.556504946163015,1790,0.18004335122032178,1640,0.16495591955381436,12581,1.2654331853088647
NA,Male,Hispanic,Border Patrol,Pending investigation,2020,9,21,Nogales,AZ,Santa Cruz,Gunshot,No known charges,No,31.3624,-110.9336,31.3624,-110.9336,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,Black,Atlanta Police Department,Pending investigation,2020,9,21,Atlanta,GA,Fulton,Gunshot,No known charges,No,33.7627,-84.4224,33.7627,-84.4224,Georgia,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,125680,45667,Very High,1063937,469465,44.125263055989215,472625,44.42227312331463,76786,7.217156654952314,2068,0.19437241114840445,673,0.06325562509810262,17248,1.6211486206420118
40,Female,Unknown race,Oconee County Sheriff's Office,Pending investigation,2020,9,21,Athens,GA,Oconee,Gunshot,No known charges,No,33.9508,-83.3689,33.9508,-83.3689,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Female,White,Redmond Police Department,Pending investigation,2020,9,20,Redmond,WA,King,Gunshot,No known charges,No,47.6762,-122.1169,47.6762,-122.1169,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
33,Male,Black,Brunswick Police Department,Pending investigation,2020,9,19,Brunswick,GA,Glynn,Gunshot,No known charges,No,31.145,-81.474,31.145,-81.474,Georgia,0500000US13127,34614,5.8,3.8,13,9.7,8.3,22,10.4,16.7,4.9,5.5,59004,82009,23005,Low,85292,55984,65.63804342728508,23597,27.66613515921775,672,0.787881630164611,539,0.6319467241945318,183,0.2145570510716128,2765,3.2418046241148057
32,Male,White,King County Sheriff's Office,Pending investigation,2020,9,19,Auburn,WA,King,Gunshot,No known charges,No,47.3039,-122.2108,47.3039,-122.2108,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
52,Male,Unknown race,Pickens County Sheriff's Office,Pending investigation,2020,9,19,Talking Rock,GA,Pickens,Gunshot,No known charges,No,34.5277,-84.4941,34.5277,-84.4941,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Male,White,West Des Moines Police Department,Pending investigation,2020,9,18,West Des Moines,IA,Dallas,Gunshot,No known charges,Yes,41.5522,-93.7805,41.5522,-93.7805,Iowa,0500000US19049,36878,1.1,2.2,5,3.7,8.4,17.4,15.6,23.2,10.3,13.1,94885,119627,24742,Very High,93453,84101,89.99283062073984,2699,2.88808277957904,4686,5.014285255690026,0,0,378,0.40448139706590475,249,0.26644409489261983
22,Male,White,Unified Police Department of Greater Salt Lake,Pending investigation,2020,9,18,Midvale,UT,Salt Lake,Gunshot,No known charges,No,40.6148,-111.8928,40.6148,-111.8928,Utah,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High,1160437,929287,80.08077991308447,23313,2.0089845463390086,48472,4.177047095189139,10033,0.8645880819036276,18390,1.5847478148318261,88099,7.591881334359384
46,Male,White,Lakewood Police Department,Pending investigation,2020,9,18,Lakewood,CO,Jefferson,Gunshot,No known charges,No,39.6977,-105.1168,39.6977,-105.1168,Colorado,0500000US08059,236496,3.4,1.6,5,5.4,9.4,17.2,12.8,21.1,10.5,13.5,90040,115741,25701,Very High,582881,526137,90.26490827458778,6943,1.191152224896677,15706,2.694546571255539,4885,0.838078441397129,219,0.03757199153858163,10103,1.7332868973255262
41,Male,White,Ector County Sheriff's Office,Pending investigation,2020,9,18,West Odessa,TX,Ector,Gunshot,No known charges,No,31.8388,-102.4996,31.8388,-102.4996,Texas,0500000US48135,53155,4,3.8,9.4,7.7,12.4,17,13,18.7,8,5.9,67205,84688,17483,High,166223,130632,78.58840232699445,10143,6.102043640170133,1990,1.197186911558569,1671,1.005276044831341,23,0.013836833651179442,17654,10.620672229474861
NA,Male,Asian,Orange County Sheriff's Office,Pending investigation,2020,9,18,Stanton,CA,Orange,Gunshot,No known charges,No,33.8002,-117.9935,33.8002,-117.9935,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High,3175692,1881453,59.24544949573195,55517,1.7481859071975494,672223,21.167764380172887,12961,0.40813151905159567,11166,0.35160840534913335,410006,12.910760867237755
39,Male,Unknown race,Redlands Police Department,Pending investigation,2020,9,18,Redlands,CA,San Bernardino,Gunshot,No known charges,No,34.0511,-117.1712,34.0511,-117.1712,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High,2180085,1351926,62.012536208450584,181122,8.308024687110823,160336,7.354575624344922,17061,0.7825841652963073,8247,0.3782880025320114,346772,15.906352275255323
37,Male,Hispanic,Collier County Sheriff's Office,Pending investigation,2020,9,17,Immokalee,FL,Collier,Gunshot,No known charges,Unknown,26.4253,-81.4251,26.4253,-81.4251,Florida,0500000US12021,140578,4.8,3.8,5.8,8.7,10.6,15.5,13,17.3,7.4,13.1,76025,121643,45618,Very High,384902,341750,88.78883456048553,26105,6.782245870377395,6029,1.566372739034871,322,0.08365765831302513,0,0,5739,1.4910288852746933
NA,Male,White,Denver Police Department,Pending investigation,2020,9,16,Denver,CO,Denver,Gunshot,No known charges,Unknown,39.7621,-104.8759,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High,727211,561365,77.19423936106577,62853,8.643021076413861,26532,3.6484596630138983,4596,0.6320036413090561,505,0.06944339400806643,38352,5.273847617816562
27,Male,White,Bountiful Police Department,Pending investigation,2020,9,15,Bountiful,UT,Davis,Gunshot,No known charges,Yes,40.8722,-111.8647,40.8722,-111.8647,Utah,0500000US49011,109358,1.9,1.7,4.4,5,9.2,19.4,17.6,22.8,9.9,8.1,87427,104887,17460,Very High,355481,323178,90.91287579364298,4376,1.2310081270166338,6853,1.9278104877616524,1592,0.44784390726930556,3062,0.8613681181272698,5644,1.5877079225050001
55,Male,Black,San Antonio Police Department,Pending investigation,2020,9,15,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low,2003554,1552899,77.50721967064527,155244,7.748431038045394,59703,2.9798547980239114,17785,0.8876726057795298,4298,0.2145188000922361,136246,6.800216016139321
27,Male,Hispanic,Lancaster Police Department,Pending investigation,2020,9,13,Lancaster,PA,Lancaster,Gunshot,No known charges,Yes,40.0421,-76.3012,40.0421,-76.3012,Pennsylvania,0500000US42071,204701,4.7,3.3,7.4,7.1,13,19.9,16,16.5,5.7,6.5,67376,88819,21443,High,545724,475780,87.18326480052187,23358,4.2801855883193705,12475,2.2859540720217546,325,0.05955391369996555,121,0.022172380177525635,14631,2.6810255733667567
88,Male,Black,West Sacramento Police Department,Pending investigation,2020,9,12,West Sacramento,CA,Yolo,Gunshot,No known charges,Yes,38.5557,-121.5504,38.5557,-121.5504,California,0500000US06113,76075,7.2,5,5.7,6.6,8.7,18.9,10.4,16.7,9.4,11.3,71417,107375,35958,High,220500,158079,71.69115646258504,6192,2.8081632653061224,32179,14.593650793650795,2204,0.999546485260771,1073,0.4866213151927438,9238,4.189569160997732
33,Male,Hispanic,Adams County Sheriff's Office,Pending investigation,2020,9,12,Denver,CO,Denver,Gunshot,No known charges,Yes,39.7621,-104.8759,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High,727211,561365,77.19423936106577,62853,8.643021076413861,26532,3.6484596630138983,4596,0.6320036413090561,505,0.06944339400806643,38352,5.273847617816562
31,Male,Unknown race,Spokane Police Department,Pending investigation,2020,9,11,Spokane Valley,WA,Spokane,Gunshot,No known charges,No,47.6626,-117.2346,47.6626,-117.2346,Washington,0500000US53063,211723,5.8,4.3,8.3,8.9,14.1,20,12.7,13.5,7.3,5.1,59974,80940,20966,Low,522798,459016,87.79987681666725,10859,2.077092873346876,12000,2.295341604214247,7266,1.3898293413517266,3443,0.6585717619424711,5871,1.1229958798618205
NA,Male,Unknown race,Gwinnett County Police Department,Pending investigation,2020,9,10,Norcross,GA,Gwinnett,Gunshot,No known charges,No,33.9379,-84.2065,33.9379,-84.2065,Georgia,0500000US13135,301471,3.7,2.2,5.8,7.9,12.4,19.7,13.7,18.4,8.5,7.6,72109,93401,21292,High,936250,429774,45.903765020026704,266298,28.44304405874499,113593,12.132763684913217,4271,0.45618157543391186,161,0.017196261682242992,88086,9.408384512683577
NA,Male,White,Henderson County Sheriff's Office,Pending investigation,2020,9,10,Mountain Home,NC,Hendersonvlle,Gunshot,No known charges,No,35.3708,-82.5021,35.3708,-82.5021,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,Black,"Fayette County Sheriff's Office, Shelby County Sheriff's Office",Pending investigation,2020,9,10,Moscow,TN,Fayette,Gunshot,No known charges,No,35.0611,-89.3893,35.0611,-89.3893,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Male,Unknown race,Los Angeles County Sheriff's Department,Pending investigation,2020,9,10,Compton,CA,Los Angeles,Gunshot,No known charges,No,33.893,-118.2275,33.893,-118.2275,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
48,Male,White,"Fayetteville Police Department, U.S. Marshals Service",Pending investigation,2020,9,10,Fayetteville,NC,Cumberland,Gunshot,No known charges,No,35.0846,-78.9776,35.0846,-78.9776,North Carolina,0500000US37051,128135,9,5.1,10.8,11.7,17.9,17.6,11.2,11.3,3.2,2.3,46292,61315,15023,Very Low,335509,164571,49.05114318840925,123893,36.92687826556069,9338,2.7832338327734876,5130,1.529020085899335,1310,0.39045152290996665,10824,3.2261429648683047
NA,Male,Unknown race,Las Vegas Metropolitan Police Department,Pending investigation,2020,9,9,Las Vegas,NV,Clark,Gunshot,No known charges,No,36.2333,-115.2654,36.2333,-115.2654,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle,2266715,1345727,59.36904286599771,279196,12.317207941889475,226665,9.999713241408822,23279,1.026992806771032,18472,0.814923799418983,257441,11.357448995572888
47,Male,White,McCracken County Sheriff's Office,Pending investigation,2020,9,9,Paducah,KY,McCracken,Gunshot,No known charges,No,37.0711,-88.6436,37.0711,-88.6436,Kentucky,0500000US21145,28363,6.8,6.4,13.2,14.8,13,18.9,9,11.9,2.6,3.5,45084,69078,23994,Very Low,65418,55310,84.54859518786878,5307,8.112446115747959,727,1.11131492861292,724,1.10672903482222,0,0,343,0.5243205234033446
41,Male,Native American,Denver Police Department,Pending investigation,2020,9,9,Denver,CO,Denver,Gunshot,No known charges,No,39.7621,-104.8759,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High,727211,561365,77.19423936106577,62853,8.643021076413861,26532,3.6484596630138983,4596,0.6320036413090561,505,0.06944339400806643,38352,5.273847617816562
33,Male,Black,Florida Highway Patrol,Pending investigation,2020,9,8,Delray Beach,FL,Palm Beach,Gunshot,No known charges,Unknown,26.455,-80.0905,26.455,-80.0905,Florida,0500000US12099,568915,5.2,4.1,8.1,8.4,12.4,16.3,12.2,15.6,6.7,11,66623,101876,35253,High,1496770,1083567,72.39368774093549,284114,18.98180749213306,41879,2.7979582701417054,5574,0.37240190543637297,177,0.011825464166171156,40278,2.6909946083900667
51,Male,White,"Altoona Police Department, Polk County Sheriff's Office",Pending investigation,2020,9,7,Altoona,IA,Polk,Gunshot,No known charges,No,41.6481,-93.4784,41.6481,-93.4784,Iowa,0500000US19153,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,21034,High,490161,411634,83.97934556196842,38150,7.783156962712252,23959,4.887985784262722,1852,0.37783503787531036,139,0.02835802930057675,5161,1.0529193469084648
40,Male,White,Las Vegas Metropolitan Police Department,Pending investigation,2020,9,6,Summerlin,NV,Clark,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Male,Unknown race,Spruce Pine Police Department,Pending investigation,2020,9,6,Spruce Pine,NC,Mitchell,Gunshot,No known charges,Yes,35.9104,-82.0731,35.9104,-82.0731,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,Virginia Beach Police Department,Pending investigation,2020,9,6,Virginia Beach,VA,Virginia Beach City,Gunshot,No known charges,No,36.7335,-76.0435,36.7335,-76.0435,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,Chicago Police Department,Pending investigation,2020,9,5,Chicago,IL,Cook,"Gunshot, Taser",No known charges,No,41.8373,-87.6862,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High,5150233,2916176,56.622214956100045,1189794,23.101750930491882,395599,7.681186462826051,16797,0.3261405843191949,2084,0.04046418870757886,483181,9.381730884796863
61,Male,Black,San Antonio Police Department,Pending investigation,2020,9,5,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low,2003554,1552899,77.50721967064527,155244,7.748431038045394,59703,2.9798547980239114,17785,0.8876726057795298,4298,0.2145188000922361,136246,6.800216016139321
22,Male,White,"Battle Creek Police Department, Calhoun County Sheriff's Office",Pending investigation,2020,9,5,Battle Creek,MI,Calhoun,Gunshot,No known charges,Drug or alcohol use,42.2986,-85.2296,42.2986,-85.2296,Michigan,0500000US26025,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,68474,19419,Very Low,134159,107815,80.36359841680394,14238,10.612780357635343,3765,2.8063715442124644,812,0.6052519771316125,0,0,1374,1.0241579021906841
33,Male,Black,Syracuse Police Department,Pending investigation,2020,9,4,Syracuse,NY,Onondaga,Gunshot,No known charges,No,43.0409,-76.1438,43.0409,-76.1438,New York,0500000US36067,183218,8.1,4.3,8.4,7.3,13.1,17.5,13.1,15.2,6.1,6.8,61577,83860,22283,Middle,460528,361908,78.58544974464094,53491,11.615146093180002,17372,3.7721919188409823,3274,0.7109231143383247,178,0.0386512872181496,5379,1.1680071570023973
38,Male,White,San Bernardino County Sheriff's Office,Pending investigation,2020,9,4,Lucerne Valley,CA,San Bernardino,Gunshot,No known charges,No,34.4427,-116.9021,34.4427,-116.9021,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High,2180085,1351926,62.012536208450584,181122,8.308024687110823,160336,7.354575624344922,17061,0.7825841652963073,8247,0.3782880025320114,346772,15.906352275255323
37,Male,Unknown race,Kern County Sheriff's Office,Pending investigation,2020,9,3,Bakersfield,CA,Kern,Gunshot,No known charges,No,35.3529,-119.0359,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low,900202,645240,71.67724577372634,46432,5.157953437117447,42066,4.672951182068025,8906,0.9893335051466227,907,0.10075516384100457,122148,13.568954523540272
48,Male,White,U.S. Marshals Service,Pending investigation,2020,9,3,Lacey,WA,Thurston,Gunshot,No known charges,No,47.046,-122.7934,47.046,-122.7934,Washington,0500000US53067,112909,4.5,3.1,7.1,6.2,10.3,16.8,16.5,20,7.9,7.5,78512,93918,15406,Very High,290536,235404,81.02403832915715,11195,3.853223008508412,16267,5.598961918660683,4635,1.5953272572073685,2567,0.8835393892667347,3822,1.3154996282732605
53,Male,White,Bettendorf Police Department,Pending investigation,2020,9,3,Bettendorf,IA,Scott,Gunshot,No known charges,Yes,41.5656,-90.4764,41.5656,-90.4764,Iowa,0500000US19163,68534,5.3,4.1,9.2,7.3,12.6,18.3,12.1,17.3,5.9,7.9,65122,90210,25088,High,172943,147627,85.36165094857844,13359,7.724510387815639,5315,3.073266914532534,796,0.4602672556853992,0,0,1087,0.6285307876005389
